invoice_id,customer_id,product,quantity,price,total_revenue,country,invoice_date
20522,1049.0,Laptop,9,958.4,8625.6,Chile,2027-01-01
25904,1359.0,Tablet,5,342.95,1714.75,Peru,2023-06-18
24888,1387.0,Laptop,9,483.5,4351.5,Colombia,2023-11-11
29821,1001.0,Tablet,6,771.08,4626.48,ecuador,2023-08-18
25832,1389.0,Printer,5,769.56,3847.8,colombia,2023-06-05
27122,1053.0,Laptop,7,540.3,3782.1,colombia,2027-01-01
25842,1105.0,Mouse,6,115.22,691.32,Colombia,2023-05-18
21316,1259.0,Headphones,2,662.76,1325.52,ecuador,2023-06-12
21124,1309.0,Mouse,3,482.28,1446.84,ecuador,2023-06-18
25621,1476.0,Keyboard,2,488.57,977.14,colombia,2023-01-20
25423,1190.0,Headphones,8,13.62,208.96,Chile,2023-01-31
22587,1401.0,Keyboard,2,427.56,855.12,CO,2023-05-08
29215,1217.0,Phone,3,860.25,2580.75,colombia,2023-09-10
25672,1043.0,Monitor,3,269.89,809.67,Ecuador,2023-05-16
21378,1161.0,Printer,1,281.34,281.34,Peru,2023-12-08
23374,1201.0,Tablet,3,383.41,1150.23,Peru,2023-05-22
21519,,Headphones,5,78.99,394.95,Colombia,2023-12-16
25777,1483.0,Monitor,4,223.21,892.84,colombia,2023-05-19
27935,1269.0,Mouse,4,385.57,1542.28,CO,2023-06-24
26093,1350.0,Laptop,8,107.88,863.04,Chile,2023-06-04
28418,1303.0,Monitor,5,852.01,4260.05,Chile,2023-04-04
25355,1270.0,Monitor,9,388.41,3495.69,Colombia,2023-11-20
24968,1455.0,Mouse,6,657.54,3945.24,Ecuador,2023-11-25
29083,1461.0,Laptop,3,62.92,188.76,colombia,2023/05/15
25574,1214.0,Mouse,5,388.9,1944.5,Colombia,2023-03-18
24072,1251.0,Tablet,9,868.48,7816.32,Colombia,2023-07-24
22257,1189.0,Monitor,1,765.66,765.66,CO,2023-03-25
28588,1295.0,Headphones,2,250.52,501.04,colombia,2023-06-07
24424,1212.0,Keyboard,8,102.18,817.44,Ecuador,2023-02-12
23237,1207.0,Headphones,4,366.23,1464.92,colombia,2023-05-05
23893,1236.0,Headphones,5,299.88,1499.4,ecuador,2023-02-28
22005,1337.0,Phone,3,325.85,977.55,colombia,2023-02-18
22016,1366.0,Mouse,2,305.17,610.34,Colombia,2023-10-13
29388,1052.0,Phone,1,851.93,851.93,CO,2023-10-06
21772,1279.0,Phone,4,84.87,339.48,Peru,2023-07-18
28353,1409.0,Headphones,6,646.2,3877.2,ecuador,2023-03-05
23976,,Laptop,6,299.59,1797.54,Ecuador,2023-09-06
21751,1251.0,Mouse,9,360.04,3240.36,Colombia,2023-06-06
28967,1187.0,Phone,9,675.56,6080.04,Ecuador,2023-03-29
27430,1379.0,Tablet,4,723.91,2895.64,ecuador,2023-05-30
27170,,Mouse,9,844.11,7596.99,colombia,2023-10-08
26469,1040.0,Monitor,5,435.15,2175.75,colombia,2023-12-09
29131,1156.0,Headphones,8,165.8,1326.4,colombia,2023-12-11
23220,1014.0,Phone,4,804.18,3216.72,colombia,2023-06-25
20539,1300.0,Printer,6,696.94,4181.64,Peru,2023-07-12
21461,1064.0,Monitor,4,583.94,2335.76,ecuador,2023-11-06
25184,1344.0,Mouse,2,912.46,1824.92,Peru,2023-12-27
28547,1326.0,Mouse,7,625.29,4377.03,Colombia,2023-02-18
20234,1008.0,Laptop,9,194.9,1754.1,Colombia,2023-08-07
21548,1343.0,Monitor,5,769.1,3845.5,colombia,2023-04-23
27480,1128.0,Phone,8,383.04,3064.32,Peru,2023-02-26
24213,1491.0,Headphones,5,110.26,551.3,colombia,2023-04-21
21673,1135.0,Phone,4,256.24,1024.96,Colombia,2023-06-07
26708,1471.0,Keyboard,9,286.88,2581.92,Peru,2023-11-25
27982,1062.0,Laptop,7,509.22,3564.54,Peru,2023-05-10
22100,1138.0,Printer,3,895.24,2685.72,ecuador,2023-01-09
23748,1498.0,Headphones,6,742.62,4455.72,CO,2023-07-28
23173,,Phone,3,794.74,2384.22,Ecuador,2023-07-10
21815,1391.0,Headphones,7,498.41,3488.87,colombia,2023-06-17
23841,1162.0,Monitor,4,389.65,1558.6,CO,2023-10-27
28016,1418.0,Monitor,9,291.45,2623.05,Colombia,2023-08-31
27011,1288.0,Laptop,9,459.67,4137.03,Ecuador,2027-01-01
24493,1378.0,Tablet,2,996.84,1993.68,Colombia,2023-05-20
20674,1260.0,Laptop,-1,273.36,-273.36,Chile,2023-08-17
28088,1489.0,Headphones,9,159.1,1431.9,Chile,2023-10-08
28578,1230.0,Keyboard,9,691.34,6222.06,Colombia,2023-07-09
22158,1040.0,Mouse,1,797.33,797.33,ecuador,2023-12-18
22661,1027.0,Keyboard,9,453.09,4077.81,Colombia,2023-07-28
22064,1134.0,Mouse,5,309.65,1548.25,Ecuador,2023-11-21
23253,1200.0,Monitor,7,280.07,1960.49,Peru,2023-05-27
24979,1327.0,Mouse,2,888.96,1777.92,Chile,2023-04-04
27703,1267.0,Monitor,1,409.94,409.94,Chile,2023-01-14
28931,1417.0,Laptop,8,455.55,3644.4,Chile,2023-12-11
21401,1032.0,Mouse,8,502.59,4020.72,Peru,2023-12-05
23259,1047.0,Tablet,3,526.53,1579.59,CO,2023-10-10
23923,1406.0,Monitor,7,626.94,4388.58,Ecuador,2023-11-24
24214,1061.0,Tablet,1,67.69,67.69,colombia,2023-12-28
23227,1215.0,Printer,1,561.14,561.14,Peru,2023-03-04
22745,1292.0,Keyboard,7,342.25,2395.75,Ecuador,2023-12-03
26091,1098.0,Printer,4,438.44,1753.76,Peru,2023-06-09
23866,1171.0,Tablet,3,28.17,84.51,ecuador,2023-07-13
25818,1359.0,Mouse,6,316.75,1900.5,Colombia,2023-03-29
22222,1213.0,Headphones,9,923.99,8315.91,Chile,2023-10-24
22792,1474.0,Mouse,1,135.83,135.83,Colombia,2023-01-28
29889,1034.0,Monitor,-3,837.22,-2511.66,Chile,2023-05-18
24063,1448.0,Printer,6,282.68,1696.08,colombia,2023-07-29
21524,1226.0,Tablet,8,328.33,2626.64,Colombia,2023-03-11
28224,1100.0,Monitor,6,269.05,1614.3,CO,2023-11-26
26198,1430.0,Printer,7,37.91,265.37,colombia,2023-01-31
24025,1461.0,Headphones,7,726.75,5087.25,ecuador,2023-09-23
22566,1130.0,Printer,7,114.05,798.35,Chile,2023-02-06
22803,1256.0,Laptop,5,521.95,2609.75,Ecuador,2023-10-26
23709,1004.0,Printer,4,333.62,1334.48,Ecuador,2027-01-01
26155,1217.0,Mouse,7,908.39,6358.73,colombia,2023-08-19
20719,1254.0,Printer,8,538.7,4309.6,Colombia,2023-11-13
26516,1397.0,Mouse,1,79.76,79.76,Ecuador,2023-08-06
24579,1358.0,Keyboard,2,945.67,1891.34,CO,2023-02-26
20972,1282.0,Printer,2,466.26,932.52,Chile,2023-11-23
23718,1392.0,Monitor,7,766.32,5364.24,Ecuador,2023-11-22
27395,1206.0,Tablet,9,205.47,1849.23,colombia,2023-03-27
24402,1014.0,Printer,7,738.89,5172.23,Chile,2023-10-14
24552,1345.0,Headphones,3,659.64,1978.92,CO,2023-07-05
22207,1041.0,Laptop,4,55.94,223.76,Colombia,2023-10-04
24426,1379.0,Phone,8,892.29,7138.32,ecuador,2023-06-12
26919,1460.0,Printer,5,621.64,3108.2,Colombia,2023-12-31
28835,1178.0,Laptop,1,246.87,246.87,CO,2023-03-24
28386,1062.0,Keyboard,2,277.65,555.3,Ecuador,2023-04-28
28680,1351.0,Printer,3,523.14,1569.42,colombia,2023-03-19
22204,1230.0,Headphones,6,321.29,1927.74,Chile,2023-09-28
25345,1240.0,Phone,4,732.59,2930.36,Chile,23-12-2023
23276,1051.0,Laptop,2,632.93,1265.86,Colombia,2023-01-26
21102,1095.0,Mouse,5,861.15,4305.75,Ecuador,2023-03-14
25243,1387.0,Keyboard,8,905.91,7247.28,Chile,2023-07-17
26614,1221.0,Laptop,3,384.56,1153.68,ecuador,2023-10-26
29433,1484.0,Tablet,3,109.94,329.82,Chile,2023-08-07
28707,1406.0,Keyboard,8,461.54,3692.32,Peru,2023-06-22
25223,1230.0,Keyboard,1,981.63,981.63,Colombia,2023-12-22
28584,1236.0,Printer,4,235.82,943.28,CO,2023-03-02
20630,1142.0,Laptop,2,386.13,772.26,CO,2023-11-19
29171,1170.0,Monitor,8,564.29,4514.32,Ecuador,2025-08-30
26683,1028.0,Monitor,2,509.88,919.76,Ecuador,2023-03-30
20277,1035.0,Mouse,7,887.75,6214.25,CO,2023-07-08
20232,1012.0,Phone,9,232.31,2090.79,Chile,2023-07-15
29744,1159.0,Keyboard,8,272.44,2179.52,colombia,2023-09-28
25690,1326.0,Keyboard,8,639.58,5116.64,ecuador,2023-12-05
27659,1186.0,Keyboard,6,121.48,728.88,Peru,2023-12-25
20025,1242.0,Laptop,3,191.74,575.22,colombia,2023-06-18
27468,1085.0,Tablet,7,762.71,5338.97,ecuador,2023-08-11
26410,1283.0,Phone,7,461.75,3232.25,ecuador,2023-06-29
28652,1065.0,Monitor,8,855.72,6845.76,CO,2023-01-23
23764,1169.0,Keyboard,4,112.48,449.92,ecuador,2023-06-18
26599,1044.0,Mouse,9,110.15,991.35,Peru,2023-11-21
25102,1061.0,Laptop,9,973.66,8762.94,ecuador,2023-11-23
27006,1440.0,Headphones,6,262.63,1525.78,colombia,2023-01-13
23483,1133.0,Monitor,-3,550.93,-1652.79,ecuador,2023-08-09
21994,1283.0,Headphones,8,429.12,3432.96,CO,2023-04-23
28682,1027.0,Printer,1,447.97,447.97,ecuador,2023-07-27
21072,1107.0,Monitor,9,888.73,7998.57,colombia,2023-05-04
26707,1043.0,Laptop,9,617.04,5553.36,Ecuador,2023-06-05
20215,1339.0,Monitor,9,439.71,3957.39,Peru,2023-09-27
27605,1285.0,Tablet,7,603.89,4227.23,CO,2023-01-24
29915,1445.0,Mouse,5,56.59,282.95,ecuador,2023-10-07
29784,1330.0,Printer,7,864.14,6048.98,CO,01-04-2023
22606,1127.0,Phone,1,814.29,814.29,Ecuador,2023-10-09
28350,1347.0,Tablet,9,915.2,8236.8,Colombia,2023-06-06
24781,1472.0,Mouse,6,632.14,3792.84,CO,2023-11-02
23313,1230.0,Keyboard,1,60.0,60.0,Chile,2023-07-06
29968,1189.0,Printer,5,450.04,2250.2,Colombia,2023-04-21
27763,1224.0,Mouse,6,818.83,4912.98,Chile,2023-05-19
25939,1384.0,Phone,6,807.83,4846.98,CO,2023-07-17
22295,1376.0,Tablet,-2,453.47,-906.94,Peru,2023-10-20
25685,1282.0,Mouse,5,134.89,674.45,Peru,2023-05-08
21696,1445.0,Monitor,2,-30.047680091920107,-60.1,CO,2023-10-15
21946,1120.0,Laptop,2,663.27,1326.54,Ecuador,2023-02-17
22783,1115.0,Phone,1,992.67,992.67,Colombia,2023-03-01
23644,1460.0,Monitor,6,59.95,359.7,CO,2023-10-16
25241,1232.0,Phone,1,532.22,532.22,Colombia,2023-02-28
26420,1258.0,Tablet,9,549.43,4944.87,Chile,2023-10-24
27557,1358.0,Tablet,1,948.94,948.94,Ecuador,2023-11-24
22645,1197.0,Mouse,5,962.25,4811.25,Ecuador,2023-03-06
26589,1455.0,Printer,1,497.85,-497.85,Chile,2023-03-30
26353,1410.0,Printer,3,166.94,500.82,Ecuador,2023-06-09
21932,1136.0,Phone,2,642.99,1285.98,CO,2023-11-12
21757,1317.0,Phone,4,379.8,1519.2,Ecuador,2023-05-25
25085,1164.0,Printer,4,264.11,1056.44,Chile,2023-02-18
25637,1224.0,Keyboard,9,485.22,4366.98,colombia,2023-02-12
21116,1306.0,Phone,5,967.2,4836.0,Ecuador,2023-06-27
20492,1233.0,Phone,1,310.25,310.25,Ecuador,2023-09-28
28811,1171.0,Keyboard,4,75.74,302.96,Chile,2023-09-04
27888,1151.0,Printer,6,610.76,3664.56,Peru,2023-05-05
26474,1462.0,Laptop,1,327.53,327.53,CO,2023-08-14
29738,1314.0,Printer,6,240.24,1441.44,colombia,2023/05/15
24958,1373.0,Phone,3,201.85,605.55,ecuador,2023-03-30
29797,1159.0,Tablet,-1,196.5,-196.5,Peru,2023-03-15
29467,1095.0,Headphones,5,89.9,449.5,Peru,2023-08-15
22743,1471.0,Monitor,7,922.77,6459.39,Chile,2023-12-07
27866,1232.0,Headphones,7,960.96,5681.21,ecuador,2023-11-04
27160,1179.0,Keyboard,4,402.31,1609.24,Ecuador,2023-07-22
25451,1112.0,Mouse,7,494.43,3547.22,CO,2027-01-01
25258,1317.0,Tablet,3,460.4,1381.2,Colombia,2023-11-27
28548,1496.0,Monitor,3,561.12,1683.36,Ecuador,2023/05/15
27186,1441.0,Printer,1,23.38,23.38,colombia,2023-10-29
26102,1051.0,Monitor,5,176.76,883.8,colombia,2023-12-02
29061,1267.0,Laptop,3,985.08,2955.24,Colombia,2023-08-16
29077,1294.0,Monitor,-3,708.93,-2126.79,Peru,2023-06-22
29475,1385.0,Mouse,8,276.94,2215.52,Peru,2023/05/15
20619,1386.0,Phone,5,202.6,1013.0,Ecuador,2027-01-01
20882,1112.0,Monitor,6,162.61,975.66,Ecuador,2023-06-17
28988,1100.0,Phone,2,523.97,1047.94,Peru,2023-05-17
23642,1112.0,Phone,9,270.4,2433.6,colombia,2023-03-13
21296,1439.0,Keyboard,4,258.48,1033.92,Ecuador,2023-07-14
28436,1080.0,Laptop,9,687.04,6183.36,ecuador,2023-01-07
22895,1186.0,Mouse,8,780.17,6241.36,ecuador,2023-02-23
26593,1112.0,Phone,-1,583.97,-583.97,colombia,2023-03-02
20929,1001.0,Keyboard,1,895.92,895.92,ecuador,2023-08-30
25366,1129.0,Headphones,1,355.12,355.12,Colombia,2023-01-11
28711,,Monitor,5,70.99,354.95,ecuador,2023-10-14
23212,1053.0,Mouse,1,896.08,896.08,Peru,2023-10-02
22409,1342.0,Keyboard,1,308.38,308.38,ecuador,2023-05-14
28199,1484.0,Headphones,7,474.35,3320.45,Ecuador,2023-12-03
23423,1223.0,Tablet,5,589.23,2946.15,ecuador,2023-09-11
26976,1224.0,Headphones,4,500.73,2002.92,Chile,2023-02-28
27594,1384.0,Phone,7,80.47,563.29,ecuador,2023-08-04
25158,1402.0,Headphones,4,452.22,1808.88,colombia,2023-03-31
23667,1125.0,Headphones,5,311.79,1558.95,Peru,2023-09-14
25973,1129.0,Printer,2,865.32,1730.64,ecuador,2023-02-21
26236,1052.0,Monitor,1,95.05,95.05,ecuador,2023-03-08
28277,1171.0,Printer,8,449.42,3595.36,ecuador,2023-09-23
22468,1217.0,Headphones,5,157.0,785.0,Ecuador,2023-03-09
26217,1159.0,Monitor,4,531.88,2127.52,CO,2023-06-30
23619,1197.0,Headphones,3,64.56,193.68,Colombia,2023-04-18
21636,1415.0,Printer,7,293.36,2053.52,colombia,2023-07-03
28155,1246.0,Printer,5,437.34,2186.7,CO,2023-10-18
23583,1323.0,Tablet,1,897.78,897.78,Chile,2023-02-28
24009,1438.0,Mouse,3,235.26,705.78,colombia,2023-10-20
23326,1202.0,Keyboard,4,456.2,1824.8,colombia,2023/05/15
28148,1183.0,Phone,1,346.26,346.26,Ecuador,2023-08-07
22217,1122.0,Keyboard,9,263.46,2371.14,Ecuador,2023-12-07
24967,1400.0,Monitor,5,125.11,625.55,Colombia,2023-10-04
22369,1254.0,Phone,9,464.06,4176.54,Peru,2023-08-01
23638,1293.0,Tablet,8,502.27,4018.16,Chile,2023-10-21
29135,1279.0,Headphones,-1,611.69,-611.69,Peru,2023-01-29
25722,1324.0,Laptop,6,264.53,1587.18,colombia,2023-09-01
24444,1371.0,Phone,1,914.68,914.68,Peru,2023-10-05
27618,1097.0,Laptop,1,389.7,389.7,ecuador,2023-05-22
23947,1197.0,Phone,3,618.03,1854.09,Peru,2023-02-24
21676,1469.0,Laptop,5,47.98,239.9,CO,2023-06-10
21196,1394.0,Printer,9,586.74,5280.66,ecuador,2023-03-21
22787,1239.0,Phone,4,670.74,2682.96,ecuador,2023-12-19
27432,1143.0,Phone,9,-31.722670706321743,-285.5,Chile,15-03-2023
29653,1096.0,Monitor,2,63.67,127.34,Peru,2023-07-06
27927,1200.0,Monitor,1,878.94,878.94,CO,2023-03-28
23318,1123.0,Phone,5,958.25,4791.25,Peru,2023-09-05
28858,1186.0,Laptop,7,118.26,827.82,Peru,02-03-2023
26689,1325.0,Tablet,7,573.79,4016.53,Ecuador,2023-07-08
22176,1463.0,Phone,8,607.55,4860.4,Ecuador,2023-04-06
23743,1348.0,Keyboard,5,868.41,4342.05,ecuador,2023-04-07
28792,1258.0,Headphones,-3,410.81,-1232.43,colombia,2023-05-05
24422,1147.0,Laptop,2,971.8,1943.6,Peru,2023-05-12
23824,1251.0,Laptop,5,794.47,3972.35,Colombia,2023-05-01
29171,,Phone,1,420.85,420.85,colombia,2023-05-02
22451,1419.0,Headphones,1,931.14,931.14,colombia,2023-02-23
20628,1402.0,Laptop,5,498.91,2494.55,CO,2023-10-03
29821,1345.0,Phone,7,493.43,3454.01,CO,2027-01-01
27778,1450.0,Monitor,4,553.78,2215.12,Peru,2023-10-14
23696,1146.0,Tablet,9,65.82,592.38,CO,2023-11-17
23674,1147.0,Phone,9,661.21,5950.89,CO,2023-04-25
23929,1351.0,Phone,8,931.78,7454.24,CO,2023-01-16
22765,1198.0,Mouse,1,-74.73031861213859,-74.73,Peru,2023-08-14
24369,1307.0,Laptop,2,266.85,533.7,Ecuador,2023-05-21
28307,1488.0,Laptop,5,128.08,640.4,CO,2023-05-07
24956,1416.0,Monitor,6,505.2,3031.2,Ecuador,2023-10-30
20692,1423.0,Mouse,7,203.79,1426.53,ecuador,2023-03-26
23162,1127.0,Laptop,5,399.75,1998.75,ecuador,2023-03-13
21105,1038.0,Laptop,3,595.01,1785.03,colombia,2023-09-15
23008,1337.0,Monitor,6,464.38,2786.28,ecuador,2023-08-21
22161,1359.0,Laptop,6,942.4,5654.4,Chile,2023-03-30
28345,1128.0,Keyboard,3,114.21,342.63,colombia,2023-03-25
23699,,Keyboard,8,665.35,5322.8,Peru,2023-12-04
23786,1475.0,Mouse,1,634.28,634.28,Chile,2023-09-21
29256,1440.0,Monitor,1,547.15,547.15,Peru,2023-05-01
24200,1472.0,Printer,6,577.89,3467.34,ecuador,2023-01-04
21913,1433.0,Tablet,3,634.54,1903.62,colombia,2023-04-20
29408,1150.0,Mouse,1,299.74,299.74,ecuador,2023-03-12
25520,1414.0,Keyboard,8,833.92,6671.36,CO,2023-09-25
21772,1477.0,Mouse,6,735.82,4414.92,Chile,2023-02-26
22780,1297.0,Laptop,4,546.88,2187.52,CO,2023-01-19
27423,1098.0,Phone,1,748.85,748.85,Peru,2023/05/15
22871,1262.0,Monitor,4,584.99,2339.96,Colombia,2023-07-11
20660,1251.0,Monitor,4,736.93,2947.72,Colombia,2023-05-05
26242,1143.0,Printer,5,722.9,3614.5,ecuador,2023-10-02
21132,1345.0,Mouse,9,708.6,-6377.4,ecuador,2023/05/15
20699,1111.0,Laptop,8,229.86,1838.88,CO,2023-10-28
27470,1499.0,Phone,1,83.43,83.43,Ecuador,2023-05-05
26297,1059.0,Tablet,9,841.6,7574.4,Colombia,2023-01-06
27812,1368.0,Tablet,2,997.61,1995.22,Colombia,2023-03-21
24557,1001.0,Phone,3,812.33,2436.99,ecuador,2023-11-17
22179,1384.0,Headphones,3,239.0,717.0,Colombia,2023-05-16
29065,1303.0,Phone,7,671.34,4699.38,CO,2023-11-21
28275,1253.0,Headphones,2,584.43,1168.86,Ecuador,04-12-2023
21422,1139.0,Keyboard,2,842.23,1684.46,Peru,2023-02-02
23180,1452.0,Keyboard,-3,807.69,-2423.07,Ecuador,2027-01-01
24316,1036.0,Printer,5,187.05,935.25,Chile,2023-11-30
26696,1159.0,Headphones,6,478.15,2868.9,Peru,2023-12-11
29583,1008.0,Phone,1,927.02,927.02,ecuador,2023-11-04
20614,1232.0,Printer,9,197.6,1778.4,CO,2023-12-13
24570,1098.0,Monitor,5,101.35,506.75,ecuador,2023-07-03
20270,1146.0,Mouse,3,353.81,1061.43,CO,2023-09-16
22468,1303.0,Headphones,2,379.15,758.3,colombia,2023-08-02
29582,1207.0,Headphones,2,121.55,243.1,Chile,2023-07-29
23607,1130.0,Phone,4,50.54,202.16,CO,2023-12-13
23075,1403.0,Laptop,2,887.5,-1775.0,Peru,2023-02-25
20289,1151.0,Tablet,3,53.41,160.23,colombia,2023-07-16
28120,1053.0,Headphones,2,627.08,1254.16,colombia,2023-04-04
26614,1119.0,Tablet,9,974.61,8771.49,ecuador,2023-02-23
23252,1160.0,Printer,2,362.22,724.44,CO,2023-02-10
27415,1407.0,Printer,6,692.25,4153.5,Chile,2023-08-17
26771,1115.0,Printer,6,208.15,1248.9,Chile,2023-08-03
20278,1074.0,Laptop,4,595.89,2383.56,Chile,2023-07-20
20580,1112.0,Monitor,5,891.56,4457.8,Colombia,2027-01-01
24958,,Monitor,8,754.89,6039.12,Ecuador,2023-06-20
28445,1419.0,Phone,4,119.07,-476.28,Peru,2025-01-31
24276,1421.0,Monitor,9,645.86,5812.74,Ecuador,2023-04-05
27997,1103.0,Headphones,7,625.25,4376.75,Ecuador,2023-01-07
24776,1339.0,Headphones,5,505.35,2526.75,Peru,2023-03-10
20824,1253.0,Laptop,6,284.65,1707.9,Colombia,2023-03-14
23832,1226.0,Printer,-2,695.87,-1391.74,colombia,2023-07-27
28891,1111.0,Phone,8,532.53,4260.24,Ecuador,2027-01-01
25445,1472.0,Monitor,1,965.04,965.04,CO,2023-06-03
21380,1098.0,Tablet,1,62.9,62.9,Peru,2023-03-18
29865,1152.0,Tablet,3,534.58,1603.74,Peru,2023-05-11
26534,1348.0,Tablet,8,742.23,5937.84,CO,2023-06-12
23156,1401.0,Headphones,7,279.56,1956.92,CO,2023-01-30
24307,1383.0,Printer,6,721.8,4330.8,CO,2023-11-12
25634,1365.0,Monitor,9,150.11,1350.99,Colombia,2023-11-26
