invoice_id,customer_id,product,quantity,price,total_revenue,country,invoice_date,year,month,day_of_week,revenue_bin
25585,1474,Printer,9,293.98,2645.82,Ecuador,2023-06-11,2023,6,Sunday,Medium
29227,1058,Mouse,1,168.15,168.15,Chile,2023-11-01,2023,11,Wednesday,Low
24945,1475,Monitor,4,239.97,959.88,Colombia,2023-06-18,2023,6,Sunday,Low
27927,1187,Headphones,8,334.97,2679.76,Peru,2023-12-01,2023,12,Friday,Medium
27758,1270,Monitor,6,607.37,3644.22,Ecuador,2023-07-27,2023,7,Thursday,High
25086,1189,Tablet,8,165.35,1322.8,Ecuador,2023-11-03,2023,11,Friday,Medium
27161,1174,Laptop,2,431.86,863.72,Ecuador,2023-06-16,2023,6,Friday,Low
21884,1445,Tablet,1,602.89,602.89,Peru,2023-10-04,2023,10,Wednesday,Low
23167,1363,Monitor,2,807.04,1614.08,Chile,2023-04-15,2023,4,Saturday,Medium
29009,1243,Headphones,6,133.71,802.26,Peru,2023-09-23,2023,9,Saturday,Low
26056,1319,Headphones,1,691.47,691.47,Colombia,2023-11-29,2023,11,Wednesday,Low
22437,1130,Printer,1,262.12,262.12,Colombia,2023-09-28,2023,9,Thursday,Low
26468,1484,Monitor,1,531.55,531.55,Ecuador,2023-01-23,2023,1,Monday,Low
29080,1306,Printer,3,540.06,1620.18,Ecuador,2023-05-19,2023,5,Friday,Medium
25951,1134,Phone,1,742.08,742.08,Chile,2023-11-16,2023,11,Thursday,Low
25276,1020,Phone,8,340.37,2722.96,Colombia,2023-01-10,2023,1,Tuesday,Medium
28859,1328,Monitor,2,776.26,1552.52,Colombia,2023-11-11,2023,11,Saturday,Medium
27818,1166,Headphones,1,669.86,669.86,Colombia,2023-01-30,2023,1,Monday,Low
24728,1273,Laptop,9,513.6,4622.4,Ecuador,2023-02-17,2023,2,Friday,High
22624,1387,Mouse,4,933.18,3732.72,Colombia,2023-05-12,2023,5,Friday,High
25738,1088,Keyboard,3,712.69,2138.07,Ecuador,2023-10-08,2023,10,Sunday,Medium
25793,1013,Mouse,6,223.12,1338.72,Peru,2023-12-16,2023,12,Saturday,Medium
24523,1241,Phone,2,522.42,1044.84,Chile,2023-05-10,2023,5,Wednesday,Low
25571,1264,Headphones,1,410.95,410.95,Chile,2023-07-23,2023,7,Sunday,Low
29010,1345,Printer,5,329.96,1649.8,Chile,2023-11-02,2023,11,Thursday,Medium
29298,1052,Laptop,5,164.96,824.8,Ecuador,2023-11-26,2023,11,Sunday,Low
22224,1385,Mouse,5,295.95,1479.75,Ecuador,2023-06-15,2023,6,Thursday,Medium
28389,1339,Printer,2,175.28,350.56,Ecuador,2023-05-15,2023,5,Monday,Low
26091,1091,Tablet,2,94.55,189.1,Colombia,2023-11-26,2023,11,Sunday,Low
28662,1366,Printer,3,839.08,2517.24,Peru,2023-07-20,2023,7,Thursday,Medium
26361,1443,Keyboard,4,512.43,2049.72,Peru,2023-09-04,2023,9,Monday,Medium
21948,1454,Laptop,4,234.49,937.96,Ecuador,2023-11-22,2023,11,Wednesday,Low
26318,1263,Keyboard,1,116.17,116.17,Chile,2023-06-28,2023,6,Wednesday,Low
23796,1430,Mouse,9,910.49,8194.41,Ecuador,2023-11-27,2023,11,Monday,High
29120,1205,Monitor,9,958.19,8623.71,Colombia,2023-10-05,2023,10,Thursday,High
28043,1419,Keyboard,9,187.85,1690.65,Chile,2023-02-16,2023,2,Thursday,Medium
25904,1359,Tablet,5,342.95,1714.75,Peru,2023-06-18,2023,6,Sunday,Medium
24888,1387,Laptop,9,483.5,4351.5,Colombia,2023-11-11,2023,11,Saturday,High
29821,1001,Tablet,6,771.08,4626.48,Ecuador,2023-08-18,2023,8,Friday,High
25832,1389,Printer,5,769.56,3847.8,Colombia,2023-06-05,2023,6,Monday,High
25842,1105,Mouse,6,115.22,691.32,Colombia,2023-05-18,2023,5,Thursday,Low
21316,1259,Headphones,2,662.76,1325.52,Ecuador,2023-06-12,2023,6,Monday,Medium
21124,1309,Mouse,3,482.28,1446.84,Ecuador,2023-06-18,2023,6,Sunday,Medium
25621,1476,Keyboard,2,488.57,977.14,Colombia,2023-01-20,2023,1,Friday,Low
25423,1190,Headphones,8,13.62,108.96,Chile,2023-01-31,2023,1,Tuesday,Low
22587,1401,Keyboard,2,427.56,855.12,Colombia,2023-05-08,2023,5,Monday,Low
29215,1217,Phone,3,860.25,2580.75,Colombia,2023-09-10,2023,9,Sunday,Medium
25672,1043,Monitor,3,269.89,809.67,Ecuador,2023-05-16,2023,5,Tuesday,Low
21378,1161,Printer,1,281.34,281.34,Peru,2023-12-08,2023,12,Friday,Low
23374,1201,Tablet,3,383.41,1150.23,Peru,2023-05-22,2023,5,Monday,Medium
25777,1483,Monitor,4,223.21,892.84,Colombia,2023-05-19,2023,5,Friday,Low
27935,1269,Mouse,4,385.57,1542.28,Colombia,2023-06-24,2023,6,Saturday,Medium
26093,1350,Laptop,8,107.88,863.04,Chile,2023-06-04,2023,6,Sunday,Low
28418,1303,Monitor,5,852.01,4260.05,Chile,2023-04-04,2023,4,Tuesday,High
25355,1270,Monitor,9,388.41,3495.69,Colombia,2023-11-20,2023,11,Monday,High
24968,1455,Mouse,6,657.54,3945.24,Ecuador,2023-11-25,2023,11,Saturday,High
29083,1461,Laptop,3,62.92,188.76,Colombia,2023-05-15,2023,5,Monday,Low
25574,1214,Mouse,5,388.9,1944.5,Colombia,2023-03-18,2023,3,Saturday,Medium
24072,1251,Tablet,9,868.48,7816.32,Colombia,2023-07-24,2023,7,Monday,High
22257,1189,Monitor,1,765.66,765.66,Colombia,2023-03-25,2023,3,Saturday,Low
28588,1295,Headphones,2,250.52,501.04,Colombia,2023-06-07,2023,6,Wednesday,Low
24424,1212,Keyboard,8,102.18,817.44,Ecuador,2023-02-12,2023,2,Sunday,Low
23237,1207,Headphones,4,366.23,1464.92,Colombia,2023-05-05,2023,5,Friday,Medium
23893,1236,Headphones,5,299.88,1499.4,Ecuador,2023-02-28,2023,2,Tuesday,Medium
22005,1337,Phone,3,325.85,977.55,Colombia,2023-02-18,2023,2,Saturday,Low
22016,1366,Mouse,2,305.17,610.34,Colombia,2023-10-13,2023,10,Friday,Low
29388,1052,Phone,1,851.93,851.93,Colombia,2023-10-06,2023,10,Friday,Low
21772,1279,Phone,4,84.87,339.48,Peru,2023-07-18,2023,7,Tuesday,Low
28353,1409,Headphones,6,646.2,3877.2,Ecuador,2023-03-05,2023,3,Sunday,High
21751,1251,Mouse,9,360.04,3240.36,Colombia,2023-06-06,2023,6,Tuesday,High
28967,1187,Phone,9,675.56,6080.04,Ecuador,2023-03-29,2023,3,Wednesday,High
27430,1379,Tablet,4,723.91,2895.64,Ecuador,2023-05-30,2023,5,Tuesday,Medium
26469,1040,Monitor,5,435.15,2175.75,Colombia,2023-12-09,2023,12,Saturday,Medium
29131,1156,Headphones,8,165.8,1326.4,Colombia,2023-12-11,2023,12,Monday,Medium
23220,1014,Phone,4,804.18,3216.72,Colombia,2023-06-25,2023,6,Sunday,High
20539,1300,Printer,6,696.94,4181.64,Peru,2023-07-12,2023,7,Wednesday,High
21461,1064,Monitor,4,583.94,2335.76,Ecuador,2023-11-06,2023,11,Monday,Medium
25184,1344,Mouse,2,912.46,1824.92,Peru,2023-12-27,2023,12,Wednesday,Medium
28547,1326,Mouse,7,625.29,4377.03,Colombia,2023-02-18,2023,2,Saturday,High
21548,1343,Monitor,5,769.1,3845.5,Colombia,2023-04-23,2023,4,Sunday,High
24213,1491,Headphones,5,110.26,551.3,Colombia,2023-04-21,2023,4,Friday,Low
21673,1135,Phone,4,256.24,1024.96,Colombia,2023-06-07,2023,6,Wednesday,Low
26708,1471,Keyboard,9,286.88,2581.92,Peru,2023-11-25,2023,11,Saturday,Medium
27982,1062,Laptop,7,509.22,3564.54,Peru,2023-05-10,2023,5,Wednesday,High
22100,1138,Printer,3,895.24,2685.72,Ecuador,2023-01-09,2023,1,Monday,Medium
23748,1498,Headphones,6,742.62,4455.72,Colombia,2023-07-28,2023,7,Friday,High
21815,1391,Headphones,7,498.41,3488.87,Colombia,2023-06-17,2023,6,Saturday,High
23841,1162,Monitor,4,389.65,1558.6,Colombia,2023-10-27,2023,10,Friday,Medium
28016,1418,Monitor,9,291.45,2623.05,Colombia,2023-08-31,2023,8,Thursday,Medium
24493,1378,Tablet,2,996.84,1993.68,Colombia,2023-05-20,2023,5,Saturday,Medium
28088,1489,Headphones,9,159.1,1431.9,Chile,2023-10-08,2023,10,Sunday,Medium
28578,1230,Keyboard,9,691.34,6222.06,Colombia,2023-07-09,2023,7,Sunday,High
22158,1040,Mouse,1,797.33,797.33,Ecuador,2023-12-18,2023,12,Monday,Low
22661,1027,Keyboard,9,453.09,4077.81,Colombia,2023-07-28,2023,7,Friday,High
22064,1134,Mouse,5,309.65,1548.25,Ecuador,2023-11-21,2023,11,Tuesday,Medium
23253,1200,Monitor,7,280.07,1960.49,Peru,2023-05-27,2023,5,Saturday,Medium
24979,1327,Mouse,2,888.96,1777.92,Chile,2023-04-04,2023,4,Tuesday,Medium
27703,1267,Monitor,1,409.94,409.94,Chile,2023-01-14,2023,1,Saturday,Low
28931,1417,Laptop,8,455.55,3644.4,Chile,2023-12-11,2023,12,Monday,High
21401,1032,Mouse,8,502.59,4020.72,Peru,2023-12-05,2023,12,Tuesday,High
23259,1047,Tablet,3,526.53,1579.59,Colombia,2023-10-10,2023,10,Tuesday,Medium
23923,1406,Monitor,7,626.94,4388.58,Ecuador,2023-11-24,2023,11,Friday,High
24214,1061,Tablet,1,67.69,67.69,Colombia,2023-12-28,2023,12,Thursday,Low
23227,1215,Printer,1,561.14,561.14,Peru,2023-03-04,2023,3,Saturday,Low
22745,1292,Keyboard,7,342.25,2395.75,Ecuador,2023-12-03,2023,12,Sunday,Medium
23866,1171,Tablet,3,28.17,84.51,Ecuador,2023-07-13,2023,7,Thursday,Low
25818,1359,Mouse,6,316.75,1900.5,Colombia,2023-03-29,2023,3,Wednesday,Medium
22222,1213,Headphones,9,923.99,8315.91,Chile,2023-10-24,2023,10,Tuesday,High
22792,1474,Mouse,1,135.83,135.83,Colombia,2023-01-28,2023,1,Saturday,Low
24063,1448,Printer,6,282.68,1696.08,Colombia,2023-07-29,2023,7,Saturday,Medium
21524,1226,Tablet,8,328.33,2626.64,Colombia,2023-03-11,2023,3,Saturday,Medium
28224,1100,Monitor,6,269.05,1614.3,Colombia,2023-11-26,2023,11,Sunday,Medium
26198,1430,Printer,7,37.91,265.37,Colombia,2023-01-31,2023,1,Tuesday,Low
24025,1461,Headphones,7,726.75,5087.25,Ecuador,2023-09-23,2023,9,Saturday,High
22566,1130,Printer,7,114.05,798.35,Chile,2023-02-06,2023,2,Monday,Low
22803,1256,Laptop,5,521.95,2609.75,Ecuador,2023-10-26,2023,10,Thursday,Medium
26155,1217,Mouse,7,908.39,6358.73,Colombia,2023-08-19,2023,8,Saturday,High
20719,1254,Printer,8,538.7,4309.6,Colombia,2023-11-13,2023,11,Monday,High
26516,1397,Mouse,1,79.76,79.76,Ecuador,2023-08-06,2023,8,Sunday,Low
24579,1358,Keyboard,2,945.67,1891.34,Colombia,2023-02-26,2023,2,Sunday,Medium
20972,1282,Printer,2,466.26,932.52,Chile,2023-11-23,2023,11,Thursday,Low
23718,1392,Monitor,7,766.32,5364.24,Ecuador,2023-11-22,2023,11,Wednesday,High
27395,1206,Tablet,9,205.47,1849.23,Colombia,2023-03-27,2023,3,Monday,Medium
24402,1014,Printer,7,738.89,5172.23,Chile,2023-10-14,2023,10,Saturday,High
24552,1345,Headphones,3,659.64,1978.92,Colombia,2023-07-05,2023,7,Wednesday,Medium
22207,1041,Laptop,4,55.94,223.76,Colombia,2023-10-04,2023,10,Wednesday,Low
24426,1379,Phone,8,892.29,7138.32,Ecuador,2023-06-12,2023,6,Monday,High
28835,1178,Laptop,1,246.87,246.87,Colombia,2023-03-24,2023,3,Friday,Low
28386,1062,Keyboard,2,277.65,555.3,Ecuador,2023-04-28,2023,4,Friday,Low
28680,1351,Printer,3,523.14,1569.42,Colombia,2023-03-19,2023,3,Sunday,Medium
22204,1230,Headphones,6,321.29,1927.74,Chile,2023-09-28,2023,9,Thursday,Medium
25345,1240,Phone,4,732.59,2930.36,Chile,2023-12-23,2023,12,Saturday,Medium
23276,1051,Laptop,2,632.93,1265.86,Colombia,2023-01-26,2023,1,Thursday,Medium
21102,1095,Mouse,5,861.15,4305.75,Ecuador,2023-03-14,2023,3,Tuesday,High
25243,1387,Keyboard,8,905.91,7247.28,Chile,2023-07-17,2023,7,Monday,High
26614,1221,Laptop,3,384.56,1153.68,Ecuador,2023-10-26,2023,10,Thursday,Medium
29433,1484,Tablet,3,109.94,329.82,Chile,2023-08-07,2023,8,Monday,Low
28707,1406,Keyboard,8,461.54,3692.32,Peru,2023-06-22,2023,6,Thursday,High
25223,1230,Keyboard,1,981.63,981.63,Colombia,2023-12-22,2023,12,Friday,Low
28584,1236,Printer,4,235.82,943.28,Colombia,2023-03-02,2023,3,Thursday,Low
20630,1142,Laptop,2,386.13,772.26,Colombia,2023-11-19,2023,11,Sunday,Low
26683,1028,Monitor,2,509.88,1019.76,Ecuador,2023-03-30,2023,3,Thursday,Low
20277,1035,Mouse,7,887.75,6214.25,Colombia,2023-07-08,2023,7,Saturday,High
20232,1012,Phone,9,232.31,2090.79,Chile,2023-07-15,2023,7,Saturday,Medium
29744,1159,Keyboard,8,272.44,2179.52,Colombia,2023-09-28,2023,9,Thursday,Medium
25690,1326,Keyboard,8,639.58,5116.64,Ecuador,2023-12-05,2023,12,Tuesday,High
27659,1186,Keyboard,6,121.48,728.88,Peru,2023-12-25,2023,12,Monday,Low
20025,1242,Laptop,3,191.74,575.22,Colombia,2023-06-18,2023,6,Sunday,Low
27468,1085,Tablet,7,762.71,5338.97,Ecuador,2023-08-11,2023,8,Friday,High
26410,1283,Phone,7,461.75,3232.25,Ecuador,2023-06-29,2023,6,Thursday,High
28652,1065,Monitor,8,855.72,6845.76,Colombia,2023-01-23,2023,1,Monday,High
23764,1169,Keyboard,4,112.48,449.92,Ecuador,2023-06-18,2023,6,Sunday,Low
26599,1044,Mouse,9,110.15,991.35,Peru,2023-11-21,2023,11,Tuesday,Low
25102,1061,Laptop,9,973.66,8762.94,Ecuador,2023-11-23,2023,11,Thursday,High
27006,1440,Headphones,6,262.63,1575.78,Colombia,2023-01-13,2023,1,Friday,Medium
21994,1283,Headphones,8,429.12,3432.96,Colombia,2023-04-23,2023,4,Sunday,High
28682,1027,Printer,1,447.97,447.97,Ecuador,2023-07-27,2023,7,Thursday,Low
21072,1107,Monitor,9,888.73,7998.57,Colombia,2023-05-04,2023,5,Thursday,High
26707,1043,Laptop,9,617.04,5553.36,Ecuador,2023-06-05,2023,6,Monday,High
20215,1339,Monitor,9,439.71,3957.39,Peru,2023-09-27,2023,9,Wednesday,High
27605,1285,Tablet,7,603.89,4227.23,Colombia,2023-01-24,2023,1,Tuesday,High
29915,1445,Mouse,5,56.59,282.95,Ecuador,2023-10-07,2023,10,Saturday,Low
29784,1330,Printer,7,864.14,6048.98,Colombia,2023-04-01,2023,4,Saturday,High
22606,1127,Phone,1,814.29,814.29,Ecuador,2023-10-09,2023,10,Monday,Low
28350,1347,Tablet,9,915.2,8236.8,Colombia,2023-06-06,2023,6,Tuesday,High
24781,1472,Mouse,6,632.14,3792.84,Colombia,2023-11-02,2023,11,Thursday,High
23313,1230,Keyboard,1,60.0,60.0,Chile,2023-07-06,2023,7,Thursday,Low
29968,1189,Printer,5,450.04,2250.2,Colombia,2023-04-21,2023,4,Friday,Medium
27763,1224,Mouse,6,818.83,4912.98,Chile,2023-05-19,2023,5,Friday,High
25939,1384,Phone,6,807.83,4846.98,Colombia,2023-07-17,2023,7,Monday,High
25685,1282,Mouse,5,134.89,674.45,Peru,2023-05-08,2023,5,Monday,Low
21946,1120,Laptop,2,663.27,1326.54,Ecuador,2023-02-17,2023,2,Friday,Medium
22783,1115,Phone,1,992.67,992.67,Colombia,2023-03-01,2023,3,Wednesday,Low
23644,1460,Monitor,6,59.95,359.7,Colombia,2023-10-16,2023,10,Monday,Low
25241,1232,Phone,1,532.22,532.22,Colombia,2023-02-28,2023,2,Tuesday,Low
26420,1258,Tablet,9,549.43,4944.87,Chile,2023-10-24,2023,10,Tuesday,High
27557,1358,Tablet,1,948.94,948.94,Ecuador,2023-11-24,2023,11,Friday,Low
22645,1197,Mouse,5,962.25,4811.25,Ecuador,2023-03-06,2023,3,Monday,High
26589,1455,Printer,1,497.85,497.85,Chile,2023-03-30,2023,3,Thursday,Low
26353,1410,Printer,3,166.94,500.82,Ecuador,2023-06-09,2023,6,Friday,Low
21932,1136,Phone,2,642.99,1285.98,Colombia,2023-11-12,2023,11,Sunday,Medium
21757,1317,Phone,4,379.8,1519.2,Ecuador,2023-05-25,2023,5,Thursday,Medium
25085,1164,Printer,4,264.11,1056.44,Chile,2023-02-18,2023,2,Saturday,Low
25637,1224,Keyboard,9,485.22,4366.98,Colombia,2023-02-12,2023,2,Sunday,High
21116,1306,Phone,5,967.2,4836.0,Ecuador,2023-06-27,2023,6,Tuesday,High
20492,1233,Phone,1,310.25,310.25,Ecuador,2023-09-28,2023,9,Thursday,Low
28811,1171,Keyboard,4,75.74,302.96,Chile,2023-09-04,2023,9,Monday,Low
27888,1151,Printer,6,610.76,3664.56,Peru,2023-05-05,2023,5,Friday,High
26474,1462,Laptop,1,327.53,327.53,Colombia,2023-08-14,2023,8,Monday,Low
29738,1314,Printer,6,240.24,1441.44,Colombia,2023-05-15,2023,5,Monday,Medium
24958,1373,Phone,3,201.85,605.55,Ecuador,2023-03-30,2023,3,Thursday,Low
29467,1095,Headphones,5,89.9,449.5,Peru,2023-08-15,2023,8,Tuesday,Low
22743,1471,Monitor,7,922.77,6459.39,Chile,2023-12-07,2023,12,Thursday,High
27866,1232,Headphones,7,960.96,6726.72,Ecuador,2023-11-04,2023,11,Saturday,High
27160,1179,Keyboard,4,402.31,1609.24,Ecuador,2023-07-22,2023,7,Saturday,Medium
25258,1317,Tablet,3,460.4,1381.2,Colombia,2023-11-27,2023,11,Monday,Medium
28548,1496,Monitor,3,561.12,1683.36,Ecuador,2023-05-15,2023,5,Monday,Medium
27186,1441,Printer,1,23.38,23.38,Colombia,2023-10-29,2023,10,Sunday,Low
26102,1051,Monitor,5,176.76,883.8,Colombia,2023-12-02,2023,12,Saturday,Low
29061,1267,Laptop,3,985.08,2955.24,Colombia,2023-08-16,2023,8,Wednesday,Medium
29475,1385,Mouse,8,276.94,2215.52,Peru,2023-05-15,2023,5,Monday,Medium
20882,1112,Monitor,6,162.61,975.66,Ecuador,2023-06-17,2023,6,Saturday,Low
28988,1100,Phone,2,523.97,1047.94,Peru,2023-05-17,2023,5,Wednesday,Low
23642,1112,Phone,9,270.4,2433.6,Colombia,2023-03-13,2023,3,Monday,Medium
21296,1439,Keyboard,4,258.48,1033.92,Ecuador,2023-07-14,2023,7,Friday,Low
28436,1080,Laptop,9,687.04,6183.36,Ecuador,2023-01-07,2023,1,Saturday,High
22895,1186,Mouse,8,780.17,6241.36,Ecuador,2023-02-23,2023,2,Thursday,High
20929,1001,Keyboard,1,895.92,895.92,Ecuador,2023-08-30,2023,8,Wednesday,Low
25366,1129,Headphones,1,355.12,355.12,Colombia,2023-01-11,2023,1,Wednesday,Low
23212,1053,Mouse,1,896.08,896.08,Peru,2023-10-02,2023,10,Monday,Low
22409,1342,Keyboard,1,308.38,308.38,Ecuador,2023-05-14,2023,5,Sunday,Low
28199,1484,Headphones,7,474.35,3320.45,Ecuador,2023-12-03,2023,12,Sunday,High
23423,1223,Tablet,5,589.23,2946.15,Ecuador,2023-09-11,2023,9,Monday,Medium
26976,1224,Headphones,4,500.73,2002.92,Chile,2023-02-28,2023,2,Tuesday,Medium
27594,1384,Phone,7,80.47,563.29,Ecuador,2023-08-04,2023,8,Friday,Low
25158,1402,Headphones,4,452.22,1808.88,Colombia,2023-03-31,2023,3,Friday,Medium
23667,1125,Headphones,5,311.79,1558.95,Peru,2023-09-14,2023,9,Thursday,Medium
25973,1129,Printer,2,865.32,1730.64,Ecuador,2023-02-21,2023,2,Tuesday,Medium
26236,1052,Monitor,1,95.05,95.05,Ecuador,2023-03-08,2023,3,Wednesday,Low
28277,1171,Printer,8,449.42,3595.36,Ecuador,2023-09-23,2023,9,Saturday,High
22468,1217,Headphones,5,157.0,785.0,Ecuador,2023-03-09,2023,3,Thursday,Low
26217,1159,Monitor,4,531.88,2127.52,Colombia,2023-06-30,2023,6,Friday,Medium
23619,1197,Headphones,3,64.56,193.68,Colombia,2023-04-18,2023,4,Tuesday,Low
21636,1415,Printer,7,293.36,2053.52,Colombia,2023-07-03,2023,7,Monday,Medium
28155,1246,Printer,5,437.34,2186.7,Colombia,2023-10-18,2023,10,Wednesday,Medium
23583,1323,Tablet,1,897.78,897.78,Chile,2023-02-28,2023,2,Tuesday,Low
24009,1438,Mouse,3,235.26,705.78,Colombia,2023-10-20,2023,10,Friday,Low
23326,1202,Keyboard,4,456.2,1824.8,Colombia,2023-05-15,2023,5,Monday,Medium
28148,1183,Phone,1,346.26,346.26,Ecuador,2023-08-07,2023,8,Monday,Low
22217,1122,Keyboard,9,263.46,2371.14,Ecuador,2023-12-07,2023,12,Thursday,Medium
24967,1400,Monitor,5,125.11,625.55,Colombia,2023-10-04,2023,10,Wednesday,Low
22369,1254,Phone,9,464.06,4176.54,Peru,2023-08-01,2023,8,Tuesday,High
23638,1293,Tablet,8,502.27,4018.16,Chile,2023-10-21,2023,10,Saturday,High
25722,1324,Laptop,6,264.53,1587.18,Colombia,2023-09-01,2023,9,Friday,Medium
24444,1371,Phone,1,914.68,914.68,Peru,2023-10-05,2023,10,Thursday,Low
27618,1097,Laptop,1,389.7,389.7,Ecuador,2023-05-22,2023,5,Monday,Low
23947,1197,Phone,3,618.03,1854.09,Peru,2023-02-24,2023,2,Friday,Medium
21676,1469,Laptop,5,47.98,239.9,Colombia,2023-06-10,2023,6,Saturday,Low
21196,1394,Printer,9,586.74,5280.66,Ecuador,2023-03-21,2023,3,Tuesday,High
22787,1239,Phone,4,670.74,2682.96,Ecuador,2023-12-19,2023,12,Tuesday,Medium
29653,1096,Monitor,2,63.67,127.34,Peru,2023-07-06,2023,7,Thursday,Low
23318,1123,Phone,5,958.25,4791.25,Peru,2023-09-05,2023,9,Tuesday,High
28858,1186,Laptop,7,118.26,827.82,Peru,2023-03-02,2023,3,Thursday,Low
26689,1325,Tablet,7,573.79,4016.53,Ecuador,2023-07-08,2023,7,Saturday,High
22176,1463,Phone,8,607.55,4860.4,Ecuador,2023-04-06,2023,4,Thursday,High
23743,1348,Keyboard,5,868.41,4342.05,Ecuador,2023-04-07,2023,4,Friday,High
24422,1147,Laptop,2,971.8,1943.6,Peru,2023-05-12,2023,5,Friday,Medium
23824,1251,Laptop,5,794.47,3972.35,Colombia,2023-05-01,2023,5,Monday,High
22451,1419,Headphones,1,931.14,931.14,Colombia,2023-02-23,2023,2,Thursday,Low
20628,1402,Laptop,5,498.91,2494.55,Colombia,2023-10-03,2023,10,Tuesday,Medium
27778,1450,Monitor,4,553.78,2215.12,Peru,2023-10-14,2023,10,Saturday,Medium
23696,1146,Tablet,9,65.82,592.38,Colombia,2023-11-17,2023,11,Friday,Low
23674,1147,Phone,9,661.21,5950.89,Colombia,2023-04-25,2023,4,Tuesday,High
23929,1351,Phone,8,931.78,7454.24,Colombia,2023-01-16,2023,1,Monday,High
24369,1307,Laptop,2,266.85,533.7,Ecuador,2023-05-21,2023,5,Sunday,Low
28307,1488,Laptop,5,128.08,640.4,Colombia,2023-05-07,2023,5,Sunday,Low
24956,1416,Monitor,6,505.2,3031.2,Ecuador,2023-10-30,2023,10,Monday,High
20692,1423,Mouse,7,203.79,1426.53,Ecuador,2023-03-26,2023,3,Sunday,Medium
23162,1127,Laptop,5,399.75,1998.75,Ecuador,2023-03-13,2023,3,Monday,Medium
21105,1038,Laptop,3,595.01,1785.03,Colombia,2023-09-15,2023,9,Friday,Medium
23008,1337,Monitor,6,464.38,2786.28,Ecuador,2023-08-21,2023,8,Monday,Medium
22161,1359,Laptop,6,942.4,5654.4,Chile,2023-03-30,2023,3,Thursday,High
28345,1128,Keyboard,3,114.21,342.63,Colombia,2023-03-25,2023,3,Saturday,Low
23786,1475,Mouse,1,634.28,634.28,Chile,2023-09-21,2023,9,Thursday,Low
29256,1440,Monitor,1,547.15,547.15,Peru,2023-05-01,2023,5,Monday,Low
24200,1472,Printer,6,577.89,3467.34,Ecuador,2023-01-04,2023,1,Wednesday,High
