sale_id,invoice_id,product_id,customer_id,location_id,date_id,quantity,price,total_revenue
49,25276,6,1020,2,20230110,8,340.37,2722.96
50,28859,4,1328,2,20231111,2,776.26,1552.52
51,27818,1,1166,2,20230130,1,669.86,669.86
52,24728,3,1273,3,20230217,9,513.6,4622.4
53,22624,5,1387,2,20230512,4,933.18,3732.72
54,25738,2,1088,3,20231008,3,712.69,2138.07
55,25793,5,1013,4,20231216,6,223.12,1338.72
56,24523,6,1241,1,20230510,2,522.42,1044.84
57,25571,1,1264,1,20230723,1,410.95,410.95
58,29010,7,1345,1,20231102,5,329.96,1649.8
59,29298,3,1052,3,20231126,5,164.96,824.8
60,22224,5,1385,3,20230615,5,295.95,1479.75
61,28389,7,1339,3,20230515,2,175.28,350.56
62,26091,8,1091,2,20231126,2,94.55,189.1
63,28662,7,1366,4,20230720,3,839.08,2517.24
64,26361,2,1443,4,20230904,4,512.43,2049.72
65,21948,3,1454,3,20231122,4,234.49,937.96
66,26318,2,1263,1,20230628,1,116.17,116.17
67,23796,5,1430,3,20231127,9,910.49,8194.41
68,29120,4,1205,2,20231005,9,958.19,8623.71
69,28043,2,1419,1,20230216,9,187.85,1690.65
70,25904,8,1359,4,20230618,5,342.95,1714.75
71,24888,3,1387,2,20231111,9,483.5,4351.5
72,29821,8,1001,3,20230818,6,771.08,4626.48
73,25832,7,1389,2,20230605,5,769.56,3847.8
74,25842,5,1105,2,20230518,6,115.22,691.32
75,21316,1,1259,3,20230612,2,662.76,1325.52
76,21124,5,1309,3,20230618,3,482.28,1446.84
77,25621,2,1476,2,20230120,2,488.57,977.14
78,25423,1,1190,1,20230131,8,13.62,108.96
79,22587,2,1401,2,20230508,2,427.56,855.12
80,29215,6,1217,2,20230910,3,860.25,2580.75
81,25672,4,1043,3,20230516,3,269.89,809.67
82,21378,7,1161,4,20231208,1,281.34,281.34
83,23374,8,1201,4,20230522,3,383.41,1150.23
84,25777,4,1483,2,20230519,4,223.21,892.84
85,27935,5,1269,2,20230624,4,385.57,1542.28
86,26093,3,1350,1,20230604,8,107.88,863.04
87,28418,4,1303,1,20230404,5,852.01,4260.05
88,25355,4,1270,2,20231120,9,388.41,3495.69
89,24968,5,1455,3,20231125,6,657.54,3945.24
90,29083,3,1461,2,20230515,3,62.92,188.76
91,25574,5,1214,2,20230318,5,388.9,1944.5
92,24072,8,1251,2,20230724,9,868.48,7816.32
93,22257,4,1189,2,20230325,1,765.66,765.66
94,28588,1,1295,2,20230607,2,250.52,501.04
95,24424,2,1212,3,20230212,8,102.18,817.44
96,23237,1,1207,2,20230505,4,366.23,1464.92
97,23893,1,1236,3,20230228,5,299.88,1499.4
98,22005,6,1337,2,20230218,3,325.85,977.55
99,22016,5,1366,2,20231013,2,305.17,610.34
100,29388,6,1052,2,20231006,1,851.93,851.93
101,21772,6,1279,4,20230718,4,84.87,339.48
102,28353,1,1409,3,20230305,6,646.2,3877.2
103,21751,5,1251,2,20230606,9,360.04,3240.36
104,28967,6,1187,3,20230329,9,675.56,6080.04
105,27430,8,1379,3,20230530,4,723.91,2895.64
106,26469,4,1040,2,20231209,5,435.15,2175.75
107,29131,1,1156,2,20231211,8,165.8,1326.4
108,23220,6,1014,2,20230625,4,804.18,3216.72
109,20539,7,1300,4,20230712,6,696.94,4181.64
110,21461,4,1064,3,20231106,4,583.94,2335.76
111,25184,5,1344,4,20231227,2,912.46,1824.92
112,28547,5,1326,2,20230218,7,625.29,4377.03
113,21548,4,1343,2,20230423,5,769.1,3845.5
114,24213,1,1491,2,20230421,5,110.26,551.3
115,21673,6,1135,2,20230607,4,256.24,1024.96
116,26708,2,1471,4,20231125,9,286.88,2581.92
117,27982,3,1062,4,20230510,7,509.22,3564.54
118,22100,7,1138,3,20230109,3,895.24,2685.72
119,23748,1,1498,2,20230728,6,742.62,4455.72
120,21815,1,1391,2,20230617,7,498.41,3488.87
121,23841,4,1162,2,20231027,4,389.65,1558.6
122,28016,4,1418,2,20230831,9,291.45,2623.05
123,24493,8,1378,2,20230520,2,996.84,1993.68
124,28088,1,1489,1,20231008,9,159.1,1431.9
125,28578,2,1230,2,20230709,9,691.34,6222.06
126,22158,5,1040,3,20231218,1,797.33,797.33
127,22661,2,1027,2,20230728,9,453.09,4077.81
128,22064,5,1134,3,20231121,5,309.65,1548.25
129,23253,4,1200,4,20230527,7,280.07,1960.49
130,24979,5,1327,1,20230404,2,888.96,1777.92
131,27703,4,1267,1,20230114,1,409.94,409.94
132,28931,3,1417,1,20231211,8,455.55,3644.4
133,21401,5,1032,4,20231205,8,502.59,4020.72
134,23259,8,1047,2,20231010,3,526.53,1579.59
135,23923,4,1406,3,20231124,7,626.94,4388.58
136,24214,8,1061,2,20231228,1,67.69,67.69
137,23227,7,1215,4,20230304,1,561.14,561.14
138,22745,2,1292,3,20231203,7,342.25,2395.75
139,23866,8,1171,3,20230713,3,28.17,84.51
140,25818,5,1359,2,20230329,6,316.75,1900.5
141,22222,1,1213,1,20231024,9,923.99,8315.91
142,22792,5,1474,2,20230128,1,135.83,135.83
143,24063,7,1448,2,20230729,6,282.68,1696.08
144,21524,8,1226,2,20230311,8,328.33,2626.64
145,28224,4,1100,2,20231126,6,269.05,1614.3
146,26198,7,1430,2,20230131,7,37.91,265.37
147,24025,1,1461,3,20230923,7,726.75,5087.25
148,22566,7,1130,1,20230206,7,114.05,798.35
149,22803,3,1256,3,20231026,5,521.95,2609.75
150,26155,5,1217,2,20230819,7,908.39,6358.73
151,20719,7,1254,2,20231113,8,538.7,4309.6
152,26516,5,1397,3,20230806,1,79.76,79.76
153,24579,2,1358,2,20230226,2,945.67,1891.34
154,20972,7,1282,1,20231123,2,466.26,932.52
155,23718,4,1392,3,20231122,7,766.32,5364.24
156,27395,8,1206,2,20230327,9,205.47,1849.23
157,24402,7,1014,1,20231014,7,738.89,5172.23
158,24552,1,1345,2,20230705,3,659.64,1978.92
159,22207,3,1041,2,20231004,4,55.94,223.76
160,24426,6,1379,3,20230612,8,892.29,7138.32
161,28835,3,1178,2,20230324,1,246.87,246.87
162,28386,2,1062,3,20230428,2,277.65,555.3
163,28680,7,1351,2,20230319,3,523.14,1569.42
164,22204,1,1230,1,20230928,6,321.29,1927.74
165,25345,6,1240,1,20231223,4,732.59,2930.36
166,23276,3,1051,2,20230126,2,632.93,1265.86
167,21102,5,1095,3,20230314,5,861.15,4305.75
168,25243,2,1387,1,20230717,8,905.91,7247.28
169,26614,3,1221,3,20231026,3,384.56,1153.68
170,29433,8,1484,1,20230807,3,109.94,329.82
171,28707,2,1406,4,20230622,8,461.54,3692.32
172,25223,2,1230,2,20231222,1,981.63,981.63
173,28584,7,1236,2,20230302,4,235.82,943.28
174,20630,3,1142,2,20231119,2,386.13,772.26
175,26683,4,1028,3,20230330,2,509.88,1019.76
176,20277,5,1035,2,20230708,7,887.75,6214.25
177,20232,6,1012,1,20230715,9,232.31,2090.79
178,29744,2,1159,2,20230928,8,272.44,2179.52
179,25690,2,1326,3,20231205,8,639.58,5116.64
180,27659,2,1186,4,20231225,6,121.48,728.88
181,20025,3,1242,2,20230618,3,191.74,575.22
182,27468,8,1085,3,20230811,7,762.71,5338.97
183,26410,6,1283,3,20230629,7,461.75,3232.25
184,28652,4,1065,2,20230123,8,855.72,6845.76
185,23764,2,1169,3,20230618,4,112.48,449.92
186,26599,5,1044,4,20231121,9,110.15,991.35
187,25102,3,1061,3,20231123,9,973.66,8762.94
188,27006,1,1440,2,20230113,6,262.63,1575.78
189,21994,1,1283,2,20230423,8,429.12,3432.96
190,28682,7,1027,3,20230727,1,447.97,447.97
191,21072,4,1107,2,20230504,9,888.73,7998.57
192,26707,3,1043,3,20230605,9,617.04,5553.36
193,20215,4,1339,4,20230927,9,439.71,3957.39
194,27605,8,1285,2,20230124,7,603.89,4227.23
195,29915,5,1445,3,20231007,5,56.59,282.95
196,29784,7,1330,2,20230401,7,864.14,6048.98
197,22606,6,1127,3,20231009,1,814.29,814.29
198,28350,8,1347,2,20230606,9,915.2,8236.8
199,24781,5,1472,2,20231102,6,632.14,3792.84
200,23313,2,1230,1,20230706,1,60.0,60.0
201,29968,7,1189,2,20230421,5,450.04,2250.2
202,27763,5,1224,1,20230519,6,818.83,4912.98
203,25939,6,1384,2,20230717,6,807.83,4846.98
204,25685,5,1282,4,20230508,5,134.89,674.45
205,21946,3,1120,3,20230217,2,663.27,1326.54
206,22783,6,1115,2,20230301,1,992.67,992.67
207,23644,4,1460,2,20231016,6,59.95,359.7
208,25241,6,1232,2,20230228,1,532.22,532.22
209,26420,8,1258,1,20231024,9,549.43,4944.87
210,27557,8,1358,3,20231124,1,948.94,948.94
211,22645,5,1197,3,20230306,5,962.25,4811.25
212,26589,7,1455,1,20230330,1,497.85,497.85
213,26353,7,1410,3,20230609,3,166.94,500.82
214,21932,6,1136,2,20231112,2,642.99,1285.98
215,21757,6,1317,3,20230525,4,379.8,1519.2
216,25085,7,1164,1,20230218,4,264.11,1056.44
217,25637,2,1224,2,20230212,9,485.22,4366.98
218,21116,6,1306,3,20230627,5,967.2,4836.0
219,20492,6,1233,3,20230928,1,310.25,310.25
220,28811,2,1171,1,20230904,4,75.74,302.96
221,27888,7,1151,4,20230505,6,610.76,3664.56
222,26474,3,1462,2,20230814,1,327.53,327.53
223,29738,7,1314,2,20230515,6,240.24,1441.44
224,24958,6,1373,3,20230330,3,201.85,605.55
225,29467,1,1095,4,20230815,5,89.9,449.5
226,22743,4,1471,1,20231207,7,922.77,6459.39
227,27866,1,1232,3,20231104,7,960.96,6726.72
228,27160,2,1179,3,20230722,4,402.31,1609.24
229,25258,8,1317,2,20231127,3,460.4,1381.2
230,28548,4,1496,3,20230515,3,561.12,1683.36
231,27186,7,1441,2,20231029,1,23.38,23.38
232,26102,4,1051,2,20231202,5,176.76,883.8
233,29061,3,1267,2,20230816,3,985.08,2955.24
234,29475,5,1385,4,20230515,8,276.94,2215.52
235,20882,4,1112,3,20230617,6,162.61,975.66
236,28988,6,1100,4,20230517,2,523.97,1047.94
237,23642,6,1112,2,20230313,9,270.4,2433.6
238,21296,2,1439,3,20230714,4,258.48,1033.92
239,28436,3,1080,3,20230107,9,687.04,6183.36
240,22895,5,1186,3,20230223,8,780.17,6241.36
241,20929,2,1001,3,20230830,1,895.92,895.92
242,25366,1,1129,2,20230111,1,355.12,355.12
243,23212,5,1053,4,20231002,1,896.08,896.08
244,22409,2,1342,3,20230514,1,308.38,308.38
245,28199,1,1484,3,20231203,7,474.35,3320.45
246,23423,8,1223,3,20230911,5,589.23,2946.15
247,26976,1,1224,1,20230228,4,500.73,2002.92
248,27594,6,1384,3,20230804,7,80.47,563.29
249,25158,1,1402,2,20230331,4,452.22,1808.88
250,23667,1,1125,4,20230914,5,311.79,1558.95
251,25973,7,1129,3,20230221,2,865.32,1730.64
252,26236,4,1052,3,20230308,1,95.05,95.05
253,28277,7,1171,3,20230923,8,449.42,3595.36
254,22468,1,1217,3,20230309,5,157.0,785.0
255,26217,4,1159,2,20230630,4,531.88,2127.52
256,23619,1,1197,2,20230418,3,64.56,193.68
257,21636,7,1415,2,20230703,7,293.36,2053.52
258,28155,7,1246,2,20231018,5,437.34,2186.7
259,23583,8,1323,1,20230228,1,897.78,897.78
260,24009,5,1438,2,20231020,3,235.26,705.78
261,23326,2,1202,2,20230515,4,456.2,1824.8
262,28148,6,1183,3,20230807,1,346.26,346.26
263,22217,2,1122,3,20231207,9,263.46,2371.14
264,24967,4,1400,2,20231004,5,125.11,625.55
265,22369,6,1254,4,20230801,9,464.06,4176.54
266,23638,8,1293,1,20231021,8,502.27,4018.16
267,25722,3,1324,2,20230901,6,264.53,1587.18
268,24444,6,1371,4,20231005,1,914.68,914.68
269,27618,3,1097,3,20230522,1,389.7,389.7
270,23947,6,1197,4,20230224,3,618.03,1854.09
271,21676,3,1469,2,20230610,5,47.98,239.9
272,21196,7,1394,3,20230321,9,586.74,5280.66
273,22787,6,1239,3,20231219,4,670.74,2682.96
274,29653,4,1096,4,20230706,2,63.67,127.34
275,23318,6,1123,4,20230905,5,958.25,4791.25
276,28858,3,1186,4,20230302,7,118.26,827.82
277,26689,8,1325,3,20230708,7,573.79,4016.53
278,22176,6,1463,3,20230406,8,607.55,4860.4
279,23743,2,1348,3,20230407,5,868.41,4342.05
280,24422,3,1147,4,20230512,2,971.8,1943.6
281,23824,3,1251,2,20230501,5,794.47,3972.35
282,22451,1,1419,2,20230223,1,931.14,931.14
283,20628,3,1402,2,20231003,5,498.91,2494.55
284,27778,4,1450,4,20231014,4,553.78,2215.12
285,23696,8,1146,2,20231117,9,65.82,592.38
286,23674,6,1147,2,20230425,9,661.21,5950.89
287,23929,6,1351,2,20230116,8,931.78,7454.24
288,24369,3,1307,3,20230521,2,266.85,533.7
289,28307,3,1488,2,20230507,5,128.08,640.4
290,24956,4,1416,3,20231030,6,505.2,3031.2
291,20692,5,1423,3,20230326,7,203.79,1426.53
292,23162,3,1127,3,20230313,5,399.75,1998.75
293,21105,3,1038,2,20230915,3,595.01,1785.03
294,23008,4,1337,3,20230821,6,464.38,2786.28
295,22161,3,1359,1,20230330,6,942.4,5654.4
296,28345,2,1128,2,20230325,3,114.21,342.63
297,23786,5,1475,1,20230921,1,634.28,634.28
298,29256,4,1440,4,20230501,1,547.15,547.15
299,24200,7,1472,3,20230104,6,577.89,3467.34
300,21913,8,1433,2,20230420,3,634.54,1903.62
301,29408,5,1150,3,20230312,1,299.74,299.74
302,25520,2,1414,2,20230925,8,833.92,6671.36
303,27423,6,1098,4,20230515,1,748.85,748.85
304,22871,4,1262,2,20230711,4,584.99,2339.96
305,20660,4,1251,2,20230505,4,736.93,2947.72
306,26242,7,1143,3,20231002,5,722.9,3614.5
307,21132,5,1345,3,20230515,9,708.6,6377.4
308,20699,3,1111,2,20231028,8,229.86,1838.88
309,27470,6,1499,3,20230505,1,83.43,83.43
310,26297,8,1059,2,20230106,9,841.6,7574.4
311,27812,8,1368,2,20230321,2,997.61,1995.22
312,24557,6,1001,3,20231117,3,812.33,2436.99
313,22179,1,1384,2,20230516,3,239.0,717.0
314,29065,6,1303,2,20231121,7,671.34,4699.38
315,28275,1,1253,3,20231204,2,584.43,1168.86
316,21422,2,1139,4,20230202,2,842.23,1684.46
317,24316,7,1036,1,20231130,5,187.05,935.25
318,26696,1,1159,4,20231211,6,478.15,2868.9
319,29583,6,1008,3,20231104,1,927.02,927.02
320,20614,7,1232,2,20231213,9,197.6,1778.4
321,24570,4,1098,3,20230703,5,101.35,506.75
322,20270,5,1146,2,20230916,3,353.81,1061.43
323,29582,1,1207,1,20230729,2,121.55,243.1
324,23075,3,1403,4,20230225,2,887.5,1775.0
325,20289,8,1151,2,20230716,3,53.41,160.23
326,28120,1,1053,2,20230404,2,627.08,1254.16
327,23252,7,1160,2,20230210,2,362.22,724.44
328,27415,7,1407,1,20230817,6,692.25,4153.5
329,26771,7,1115,1,20230803,6,208.15,1248.9
330,20278,3,1074,1,20230720,4,595.89,2383.56
331,24276,4,1421,3,20230405,9,645.86,5812.74
332,27997,1,1103,3,20230107,7,625.25,4376.75
333,24776,1,1339,4,20230310,5,505.35,2526.75
334,20824,3,1253,2,20230314,6,284.65,1707.9
335,25445,4,1472,2,20230603,1,965.04,965.04
336,21380,8,1098,4,20230318,1,62.9,62.9
337,29865,8,1152,4,20230511,3,534.58,1603.74
338,26534,8,1348,2,20230612,8,742.23,5937.84
339,23156,1,1401,2,20230130,7,279.56,1956.92
340,24307,7,1383,2,20231112,6,721.8,4330.8
341,25634,4,1365,2,20231126,9,150.11,1350.99
342,28575,4,1337,2,20230916,4,586.57,2346.28
343,28533,2,1309,2,20230727,4,272.0,1088.0
344,25934,4,1162,3,20230318,1,108.99,108.99
345,23109,1,1207,2,20230319,7,361.74,2532.18
346,24082,7,1444,2,20231205,6,764.41,4586.46
347,23240,4,1168,2,20230730,9,43.09,387.81
348,26028,4,1483,2,20230725,7,244.7,1712.9
349,28497,3,1067,3,20230311,2,431.63,863.26
350,22749,2,1288,2,20230515,3,558.52,1675.56
351,26680,3,1397,2,20230119,1,15.3,15.3
352,29327,7,1276,3,20230122,2,148.32,296.64
353,20205,2,1303,3,20230217,7,430.33,3012.31
354,27352,1,1403,2,20230702,3,546.96,1640.88
355,24591,3,1383,1,20230921,6,149.71,898.26
356,23450,7,1391,4,20230517,2,96.7,193.4
357,23811,8,1194,2,20230228,3,668.62,2005.86
358,25141,3,1400,2,20230927,8,607.72,4861.76
359,28501,1,1127,2,20230225,8,989.84,7918.72
360,22708,5,1032,4,20231008,4,744.22,2976.88
361,21991,1,1175,2,20230307,1,137.34,137.34
362,28463,3,1459,2,20230317,9,817.2,7354.8
363,23273,2,1442,3,20230912,6,254.73,1528.38
364,24538,7,1370,2,20231113,6,961.77,5770.62
365,28712,4,1469,2,20230118,6,563.88,3383.28
366,29168,6,1374,1,20230321,8,581.4,4651.2
367,23722,4,1021,3,20231026,9,982.75,8844.75
368,23551,6,1237,4,20231015,6,384.24,2305.44
369,22832,1,1157,2,20230926,7,508.85,3561.95
370,25679,6,1037,2,20230129,6,256.45,1538.7
371,20152,5,1364,3,20230721,3,634.25,1902.75
372,25754,4,1050,3,20230612,2,636.15,1272.3
373,22800,4,1437,2,20230816,9,642.07,5778.63
374,25310,5,1263,2,20230209,7,494.32,3460.24
375,29944,4,1282,2,20230730,6,505.29,3031.74
376,22610,5,1026,2,20230121,1,398.05,398.05
377,21104,3,1225,4,20230202,4,607.55,2430.2
378,24199,1,1285,2,20231011,6,857.26,5143.56
379,23854,3,1096,2,20231109,7,270.84,1895.88
380,27263,7,1283,3,20230524,8,459.33,3674.64
381,27365,1,1447,2,20231214,2,264.38,528.76
382,23072,4,1480,2,20231221,9,421.06,3789.54
383,29198,4,1452,4,20231112,2,437.19,874.38
384,20406,5,1316,1,20230225,5,590.78,2953.9
385,20166,4,1303,3,20231219,7,906.88,6348.16
386,21661,2,1003,2,20230616,7,730.3,5112.1
387,23664,3,1034,2,20230902,3,858.16,2574.48
388,23489,7,1191,1,20230204,9,398.46,3586.14
389,20680,7,1048,4,20230609,4,419.33,1677.32
390,22524,5,1016,4,20230615,5,166.7,833.5
391,22120,7,1171,3,20230101,3,609.64,1828.92
392,25260,6,1219,2,20230303,1,476.37,476.37
393,24357,1,1157,4,20230415,3,445.11,1335.33
394,21363,5,1476,1,20230612,2,683.44,1366.88
395,29523,3,1045,4,20230724,3,867.76,2603.28
396,23408,5,1098,2,20230301,8,517.18,4137.44
397,27742,3,1379,3,20230614,2,575.28,1150.56
398,28752,7,1232,1,20230515,8,145.01,1160.08
399,29291,3,1036,3,20230417,7,64.78,453.46
400,21903,2,1279,4,20230321,8,630.99,5047.92
401,20174,1,1348,2,20230514,2,352.37,704.74
402,22230,2,1496,1,20230507,9,18.37,165.33
403,24287,6,1301,3,20230921,7,940.78,6585.46
404,24160,1,1180,2,20230103,1,540.17,540.17
405,29689,6,1098,2,20230104,9,54.32,488.88
406,23171,8,1187,3,20230615,1,517.46,517.46
407,21567,5,1480,3,20230131,6,734.55,4407.3
408,21151,2,1115,2,20230726,2,323.44,646.88
409,27619,6,1190,3,20231114,1,508.53,508.53
410,26033,1,1252,2,20230904,3,447.12,1341.36
411,28560,6,1468,3,20230204,7,709.0,4963.0
412,24946,3,1415,4,20230121,4,413.88,1655.52
413,21907,7,1160,2,20231129,1,992.17,992.17
414,23490,5,1255,3,20230329,9,812.98,7316.82
415,22535,6,1322,3,20230515,8,418.78,3350.24
416,21293,1,1017,4,20230218,9,683.78,6154.02
417,24769,3,1280,2,20231209,4,117.0,468.0
418,24796,8,1489,1,20231123,6,88.79,532.74
419,26871,1,1222,3,20230220,1,268.06,268.06
420,22972,1,1053,3,20230509,2,864.86,1729.72
421,23922,3,1057,2,20230421,8,177.15,1417.2
422,24997,7,1322,1,20230522,4,771.56,3086.24
423,27032,2,1359,2,20230419,8,46.98,375.84
424,20992,1,1173,3,20230610,7,122.0,854.0
425,28112,1,1279,2,20230724,6,889.95,5339.7
426,25287,3,1113,3,20231007,7,567.62,3973.34
427,22240,4,1287,3,20230701,9,217.44,1956.96
428,21476,2,1430,2,20230824,7,666.87,4668.09
429,26426,3,1341,1,20230915,4,179.68,718.72
430,20389,6,1150,2,20230603,8,786.88,6295.04
431,21855,5,1126,4,20231123,7,590.59,4134.13
432,28125,5,1154,3,20230124,4,982.09,3928.36
433,28850,2,1489,4,20230508,5,35.9,179.5
434,22763,7,1385,1,20230607,3,896.15,2688.45
435,23663,7,1473,4,20230810,3,266.62,799.86
436,21481,4,1103,4,20231125,5,28.19,140.95
437,27256,2,1416,4,20230318,6,208.34,1250.04
438,23731,4,1392,1,20230809,3,691.41,2074.23
439,27262,2,1298,3,20230108,4,487.98,1951.92
440,20451,5,1245,2,20230926,3,304.7,914.1
441,29729,6,1175,2,20230921,9,690.0,6210.0
442,23093,7,1038,3,20230529,2,564.26,1128.52
443,24408,7,1169,3,20230715,7,909.35,6365.45
444,24068,1,1246,3,20230731,9,723.07,6507.63
445,23277,2,1025,4,20231228,1,923.35,923.35
446,27951,8,1305,1,20231031,4,264.79,1059.16
447,24690,6,1408,4,20230329,2,841.01,1682.02
448,24595,8,1407,3,20230917,1,640.33,640.33
449,28160,6,1390,2,20230518,5,214.14,1070.7
450,20112,6,1312,2,20231006,3,343.1,1029.3
451,25131,8,1035,3,20230129,9,237.78,2140.02
452,23197,1,1172,3,20230611,5,20.57,102.85
453,20139,6,1019,4,20230505,8,823.43,6587.44
454,21424,2,1320,4,20231230,2,384.42,768.84
455,22949,3,1263,2,20230906,9,796.44,7167.96
456,28708,5,1399,3,20230110,7,979.94,6859.58
457,26043,1,1141,2,20230711,2,888.98,1777.96
458,26989,1,1459,2,20230202,5,710.45,3552.25
459,27236,2,1370,4,20230204,1,871.49,871.49
460,26261,2,1470,2,20230906,3,183.92,551.76
461,20887,1,1142,3,20230201,1,364.78,364.78
462,23104,7,1091,2,20230516,4,646.35,2585.4
463,23951,5,1321,3,20230629,4,949.17,3796.68
464,23560,8,1287,3,20230908,5,966.0,4830.0
465,20018,6,1214,2,20230415,2,486.31,972.62
466,24821,1,1446,3,20230218,1,217.23,217.23
467,26340,3,1341,1,20231209,2,138.6,277.2
468,28058,5,1050,2,20231009,2,689.02,1378.04
469,29665,7,1152,2,20230328,9,257.46,2317.14
470,27846,5,1062,3,20230117,9,741.41,6672.69
471,28643,5,1189,4,20231019,3,951.1,2853.3
472,26432,2,1124,3,20230405,6,61.53,369.18
473,23765,7,1149,2,20230309,6,864.05,5184.3
474,22438,3,1313,2,20230727,4,590.0,2360.0
475,29741,3,1057,2,20230919,8,906.27,7250.16
476,26358,8,1341,2,20231104,1,255.09,255.09
477,28319,6,1304,2,20230515,9,56.94,512.46
478,25941,4,1179,1,20231120,7,962.68,6738.76
479,27644,6,1169,1,20231109,4,744.89,2979.56
480,24855,2,1325,2,20230902,2,504.62,1009.24
481,26547,2,1270,2,20230116,6,974.01,5844.06
482,27196,6,1053,1,20230420,6,337.71,2026.26
483,25911,4,1490,4,20230307,7,319.63,2237.41
484,26481,2,1443,2,20231106,9,795.95,7163.55
485,22761,1,1100,3,20230515,7,658.39,4608.73
486,24456,7,1480,4,20231008,9,868.68,7818.12
487,29607,7,1263,3,20231103,2,780.59,1561.18
488,25693,1,1059,2,20230716,4,684.65,2738.6
489,20201,1,1107,2,20230403,6,410.11,2460.66
490,26160,7,1004,3,20230727,3,45.85,137.55
491,20517,6,1102,3,20231114,1,711.59,711.59
492,27737,7,1195,4,20230710,8,783.44,6267.52
493,29533,7,1261,2,20230330,3,675.48,2026.44
494,21988,6,1364,3,20230512,8,896.7,7173.6
495,23802,1,1479,2,20231015,8,709.48,5675.84
496,25808,4,1371,4,20230409,2,391.11,782.22
497,27162,8,1349,1,20230620,5,485.29,2426.45
498,26241,7,1046,3,20230405,1,486.13,486.13
499,28399,7,1354,2,20230624,7,29.31,205.17
500,25633,6,1310,2,20231217,3,117.09,351.27
501,25755,3,1423,1,20231215,1,817.87,817.87
502,26309,3,1307,1,20231001,8,247.91,1983.28
503,24117,1,1143,3,20230429,9,295.27,2657.43
504,21518,4,1369,1,20231207,8,103.82,830.56
505,26163,8,1123,2,20230702,9,11.79,106.11
506,22600,4,1105,1,20230403,5,347.04,1735.2
507,22195,7,1157,3,20230925,1,528.31,528.31
508,23554,2,1146,3,20230117,6,401.04,2406.24
509,22849,5,1144,3,20231020,2,215.21,430.42
510,21742,3,1119,2,20230829,6,323.52,1941.12
511,21306,1,1318,2,20230804,8,571.34,4570.72
512,23849,8,1274,3,20230204,1,937.58,937.58
513,27519,2,1091,2,20230113,5,773.33,3866.65
514,24195,7,1057,2,20230101,9,312.36,2811.24
515,25178,6,1438,2,20230923,4,981.18,3924.72
516,22555,4,1345,2,20230321,5,899.14,4495.7
517,22305,8,1228,1,20230112,1,373.33,373.33
518,29280,2,1116,2,20230925,5,736.07,3680.35
519,22642,1,1317,3,20230227,6,171.48,1028.88
520,29369,7,1278,3,20231231,3,348.45,1045.35
521,26409,8,1126,3,20230815,9,365.95,3293.55
522,28751,4,1128,3,20230501,5,705.71,3528.55
